event_id,event_description
9084,Subject driver is coming off a small side street and entering a 6 lane intersection.  Subject driver over steers to the left and must then steer to the right to accommodate Vehicle 2 which is going straight through the intersection which our driver is turning left at the intersection.
9085,Subject vehicle is traveling in the left lane and begins to attempt a lane change into the right lane without signaling or checking the blind spot.  Subject vehicle begins to cross the right lane line when a vehicle in the right lane drives by and the subject must steer left to avoid sideswiping the other vehicle.
9086,Subject driver is on a bridge and closely following the lead vehicle.  The lead vehicle slows to a stop and the subject driver responds by braking.  The following vehicle nearly hits the subject vehicle in the rear.  There is no video of subject driver or vehicle interior.
9087,Subject driver decelerates in response to the lead vehicle stopping ahead.  The following vehicle nearly hits the subject vehicle in the rear.  There is no video of subject driver or vehicle interior.
9088,Subject driver is looking at right side mirror and the lead vehicle brakes.  The subject vehicle nearly hits the lead vehicle in the rear.  Subject driver is following the lead vehicle closely and brakes swerves into the right lane and then back in original lane.  Inopportune glance.
9089,"Subject changes lane and is going over the speed limit.  Vehicle that was in front of her before changing lanes, then starts to change into subject's current lane, but goes back  because subject driver  is there."
9090,The subject driver is drowsy and decelerating when the lead vehicle suddenly decelerates at a fast rate of speed to avoid a slowed vehicle up ahead.  The subject driver must apply her brakes to keep from hitting the lead vehicle.
9091,Subject driver is changing into the left hand lane on an interstate and trying to then change into another left hand lane.  When she changes into the first lane she glances at her rear view mirror  while doing so the lead vehicle applies his brakes. Inopportune glance.
9092,Subject driver is making a right turn on red at an intersection.  She is eating an ice cream cone and has a passenger in the adjacent seat.  She checks for oncoming traffic out her left window and proceeds to make the turn.  She makes a wide right turn- it appears this is due the fact that she is holding the ice cream cone- and the subject vehicle crosses the lane line into the center lane of the street she is turning onto.  She cuts off the vehicle that was passing straight through the intersection.  The following vehicle nearly hits the subject vehicle in the left rear/left side.
9093,"It is night time and the lead vehicle is slowing down in front of subject's vehicle.  Subject driver is drowsy and starts to decelerate also, but at a slower rate than the lead vehicle.  Subject driver must swerve around to the left of the lead vehicle onto the shoulder to avoid hitting the lead vehicle."
9094,"Subject is traveling in right lane and the vehicle at the end of a stopped line of traffic in the left lane begins to change into the subject vehicle's lane, crossing the subject vehicle's left lane line. Subject vehicle steers right and other vehicle steers left to avoid a sideswipe.  Changed variable ""travel lanes"" after reviewing satellite map-she had 4 lanes available at the time of the precipitating event"
9095,"Subject is looking out left window when another vehicle from the left comes out of a parking lot and begins to cross the subject's left lane line to enter the subject's lane (to proceed in the same direction).  Subject looks up and brakes and steers right, and other vehicle stops, to avoid the collision.  Inopportune glance."
9096,"The videos only show the subject's face and over the shoulder views.  It is at night, so you can only see the driver's face and a dim view of the dashboard.  You can't see out the windows."
